Model,Accuracy,F1 score,Precision,Recall,ROC AUC,PR AUC,training time (sec)
Autoencoder,0.992117272852994,0.7584745762711864,0.7920353982300885,0.7276422764227642,0.944778098421108,0.7644082982546886,20.048502922058105
